Código,Produto,Categoria,Valor
739,UTENSÍLIO - TRAVESSA CARNE DE SOL,BAR PRODUTOS,"R$20,00"
740,UTENSÍLIO - TRAVESSA COSTELA/CAMARÃO,BAR PRODUTOS,"R$20,00"
1083,UTENSÍLIO - TRAVESSA CROQUETE,BAR PRODUTOS,"R$13,00"
741,UTENSÍLIO - TRAVESSA ISCA,BAR PRODUTOS,"R$10,00"
737,UTENSÍLIO - TRAVESSA PEIXE,BAR PRODUTOS,"R$20,00"
660,Utensilio Escova cozinha,Utensilios Cozinha,"R$5,00"
582,Utensilio Escova lavanderia,Utensilios Cozinha,"R$5,00"
510,VAR - Cabo,LIMPEZA,"R$1,00"
511,VAR - Ciscador,LIMPEZA,"R$50,00"
512,VAR - Ciscador plástico,LIMPEZA,"R$15,00"
683,VAR - Escova pia,LIMPEZA,"R$6,00"
682,VAR - Escova sapato,LIMPEZA,"R$5,00"
584,VAR - MOP,LIMPEZA,"R$15,00"
514,VAR - Pá,LIMPEZA,"R$1,20"
515,VAR - Rodo,LIMPEZA,"R$1,50"
516,VAR - Vassoura,LIMPEZA,"R$3,50"
681,VAR - Vassourinha,LIMPEZA,"R$10,00"
517,VAR - Vassourão,LIMPEZA,"R$3,50"
597,VERNIZ (INCOLOR) GALÃO,PINTURA,"R$89,25"
111,Vinagrete,ACOMPANHAMENTOS,"R$5,00"
826,Vitamina,XCafé da Manhã,"R$0,00"
771,XArroz 200g,PRODUTO EXECUTIVO,"R$0,00"
755,XBATATA FRITA 100g,PRODUTO EXECUTIVO,"R$4,00"
898,XBATATA FRITA 400g,PRODUTO EXECUTIVO,"R$4,00"
902,XBOLINHO DE QUEIJO,PRODUTO EXECUTIVO,"R$12,00"
779,XCARNE BIFE,PRODUTO EXECUTIVO,"R$4,00"
839,XCARNE EM CUBO,PRODUTO EXECUTIVO,"R$4,00"
905,XCOALHO,PRODUTO EXECUTIVO,"R$7,00"
900,XCOXINHA,PRODUTO EXECUTIVO,"R$12,00"
291,XCV CUSTO,Hospedagem,"R$3,00"
838,XFRANGO EM CUBO,PRODUTO EXECUTIVO,"R$4,00"
752,XFRANGO BIFE,PRODUTO EXECUTIVO,"R$4,00"
897,XMOLHO TOMATE 250g,PRODUTO EXECUTIVO,"R$4,00"
904,XMUSSARELA,PRODUTO EXECUTIVO,"R$7,00"
769,XMacarrão 200g,PRODUTO EXECUTIVO,"R$0,00"
751,XPEIXE BIFE,PRODUTO EXECUTIVO,"R$6,00"
906,XPRESUNTO,PRODUTO EXECUTIVO,"R$7,00"
772,XPurê 100g,PRODUTO EXECUTIVO,"R$0,00"
536,Xícara café,Utensilios Cozinha,"R$14,00"
374,xGordura vegetal,DISPENSA,"R$220,00"
373,xRefrigerante,DISPENSA,"R$10,00"
819,Água Quente,XCafé da Manhã,"R$0,00"
993,Óleo Pneumático,MAQUINARIO,"R$50,00"
